Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
RAIELLE,,,,,,,,48,84
CALIO,,,,,,,26,47,84
KALLIL,,,,,,,25,41,84
YIURI,,,,,,,,41,84
THAUN,,,,,,,,40,84
YIAN,,,,,,,,38,84
EDRIAN,,,,,,,29,33,84
KETHYN,,,,,,,,30,84
GBRIELE,,,,,,,,29,84
ARTUH,,,,,,,,28,84
ENDRIOS,,,,,,,,27,84
HERYK,,,,,,,,23,84
VIRIATO,36,65,73,86,65,48,40,22,84
VERON,,,,,,,,22,84
GEONANA,,,,,,,,21,84
DHEMILLY,,,,,,,,,84
EZABELE,,,,,,,,,84
ITORIA,,,,,,,,,84
KALLEBY,,,,,,,,,84
RADASA,,,,,,,,,84
RHAUAN,,,,,,,,,84
LINDINES,,,,,,25,21,602,83
HERICLES,,,,,,,,537,83
JESSECA,,,,,,,50,458,83
HELENICE,,459,850,1637,2760,2134,1277,364,83
ELIVELTOM,,,,,,25,40,353,83
ROMILTON,,,73,191,489,487,471,316,83
DALIANA,,,,,24,104,439,282,83
ANDRIANA,,,,,92,615,598,249,83
DEUZIMAR,,,60,332,696,941,619,248,83
EDLANIA,,,,,22,106,284,243,83
DENILDA,,58,153,315,627,764,515,242,83
JONNATHAN,,,,,,,106,236,83
THAIARA,,,,,,,59,228,83
ROCHELI,,,,,20,78,284,211,83
ERLANIO,,,,,27,96,207,207,83
JANAIARA,,,,,,,55,205,83
MOACI,34,187,452,599,812,654,437,200,83
ELENILCE,,,,40,167,316,316,199,83
DENISVALDO,,,,,76,164,264,194,83
GENIS,,29,55,98,116,171,233,178,83
GENERSON,,,,,,31,74,169,83
GILMARCOS,,,,,25,86,145,165,83
OSMAEL,,,,61,105,146,201,159,83
JANAELSON,,,,,,26,86,158,83
OSNIR,,72,248,619,756,742,495,152,83
MURIELI,,,,,,,74,150,83
FRANCIELLEN,,,,,,,55,147,83
SEAN,,,,,22,22,71,142,83
WARLA,,,,,,26,100,141,83
GLEICIARA,,,,,,,71,137,83
QUELY,,,,,,62,168,136,83
CLEIZIANE,,,,,,,103,135,83
TAYANI,,,,,,,25,134,83
MONOEL,115,282,387,532,492,376,246,133,83
MONALISE,,,,,,29,134,131,83
MABIO,,,,,41,92,178,128,83
JETRO,,,40,52,99,130,139,128,83
KEYTH,,,,,,51,139,127,83
SESAR,,,,48,106,156,173,121,83
ROSIELY,,,,,,,53,118,83
VALDIMIRO,178,430,599,678,618,453,246,108,83
ERISOM,,,,,,27,60,104,83
PABLIANE,,,,,,,82,102,83
ATILAS,,,,,,,72,88,83
VILKER,,,,,,21,35,87,83
MISSAEL,,,,,22,27,62,82,83
INAIRA,,,,,,,46,77,83
MARIAM,,23,25,44,48,44,59,73,83
RIANNE,,,,,,,44,65,83
QUEROLIN,,,,,,,,64,83
HABNER,,,,,,,28,62,83
ANINHA,,28,38,29,50,63,83,60,83
BETHINA,,,,,,,22,60,83
ISLLA,,,,,,,,58,83
DENEFER,,,,,,,,56,83
ARYELE,,,,,,,,55,83
RAYRAN,,,,,,,,55,83
MARKOS,,,,,,,36,54,83
TALESON,,,,,,,,52,83
KALED,,,,,23,27,27,51,83
MILLY,,,,,,,,51,83
WANDREI,,,,,,,,49,83
CRYSTAL,,,,,,,21,48,83
EDELIN,,,,,,,,43,83
QUINBERLI,,,,,,,,41,83
CHAIRA,,,,,,,42,40,83
SAMIELE,,,,,,,,40,83
HAVILLA,,,,,,,,39,83
MAEIA,26,27,69,144,125,78,40,36,83
KETILEY,,,,,,,,35,83
ANTONIELLY,,,,,,,,34,83
ELUA,,,,,,,25,33,83
TAWA,,,,,,,,33,83
HIORANA,,,,,,,,32,83
HIAM,,,,,,,,31,83
EMMILE,,,,,,,,26,83
GABIELI,,,,,,,,24,83
ZOE,128,288,288,234,181,56,38,23,83
CLARINHA,24,58,70,117,69,48,31,,83
ANDREINE,,,,,,,,,83
ENILE,,,,,,,,,83
EVYLLIN,,,,,,,,,83
GEAVANA,,,,,,,,,83
HANRI,,,,,,,,,83
IASNIM,,,,,,,,,83
KATELLYN,,,,,,,,,83
KEMILLYN,,,,,,,,,83
NYCOLLI,,,,,,,,,83
VALDAIR,,75,238,600,1079,1375,797,355,82
JEANINE,,,27,78,140,186,233,335,82
EDMO,,88,194,312,430,381,490,311,82
CLAIR,68,362,1224,2916,4823,3798,1403,292,82
NAJELA,,,,,31,48,106,253,82
MARCONDE,,,,62,132,344,360,247,82
VALCI,,70,307,723,1201,1080,607,244,82
VANILDE,,199,575,1384,2051,1814,891,242,82
ERICSSON,,,,,28,107,174,227,82
EDENILSO,,,,,57,171,211,226,82
JEBERSON,,,,,,70,205,218,82
JOCIANA,,,,,,128,294,211,82
GECILENE,,,,,71,240,270,210,82
DAIS,,,,,20,36,69,207,82
RDRIGO,,,,,,76,305,205,82
SINARIA,,,,,27,146,210,196,82
JOVENILSON,,,,,65,160,203,194,82
ARQUIMEDES,88,236,438,574,566,561,432,192,82
UEDER,,,,,,82,397,170,82
CLEDERSON,,,,,,121,320,169,82
CREISON,,,,,,21,66,169,82
RAILDE,,,87,106,173,183,146,167,82
ELIENAY,,,,,,70,148,161,82
EDIELTON,,,,,,23,99,159,82
DENNY,,,,,25,103,239,152,82
DANNY,,,,,34,165,307,148,82
CARLEANDRA,,,,,,21,120,147,82
FAIANE,,,,,,26,94,147,82
TIGO,,,,,,,175,146,82
JHONSON,,,,,56,71,82,143,82
DYONATAN,,,,,,,45,131,82
NABIA,,,,,30,83,162,125,82
MILANI,,,,,28,40,106,125,82
RITIELY,,,,,,,,122,82
MISIA,,,,,20,52,80,121,82
GILDERSON,,,,,,33,88,120,82
TANIELI,,,,,,,41,120,82
NAYSA,,,,,,,38,117,82
ADONAY,,,,,,29,49,115,82
NATHANIEL,,,,,,,35,114,82
VITORINO,285,632,1140,1227,852,399,240,113,82
WINY,,,,,,,,112,82
TASSIELE,,,,,,,20,110,82
KLEVER,,,,,31,59,81,109,82
JAICIANE,,,,,,,30,109,82
ISAIA,,,36,57,76,81,114,108,82
DANYELA,,,,,,26,57,102,82
ARILANE,,,,,,32,87,101,82
JERDESON,,,,,,,27,101,82
ANDREIS,,,,,,41,85,100,82
DONI,,,20,30,39,41,92,96,82
TAIALA,,,,,,,47,92,82
MELKI,,,,,,21,42,92,82
ELISSOM,,,,,,,63,90,82
JAYANA,,,,,,,31,90,82
QUIVIA,,,,,,,70,88,82
NATALIELE,,,,,,,,80,82
WANNA,,,,,,,32,79,82
JAELISON,,,,,,,,73,82
JOADISON,,,,,,,57,69,82
MAYLLON,,,,,,,,63,82
JAASIEL,,,,,,21,41,59,82
DAIVIDE,,,,,,,44,58,82
LAIANNY,,,,,,,,52,82
AYLAN,,,,,,,,51,82
VINNY,,,,,,,,49,82
CHRYSTOPHER,,,,,,,,48,82
LAWANDA,,,,,,,,48,82
NARLISON,,,,,,,,48,82
ITOLO,,,,,,,,42,82
KEILON,,,,,,,31,38,82
DERIKI,,,,,,,,38,82
LAVIA,,,,,,,23,37,82
QUELVEN,,,,,,,,34,82
ELYSA,,,,,,,,32,82
GIONANA,,,,,,,,32,82
KASSIANY,,,,,,,,28,82
YRAN,,,,,,,,24,82
JAMYLLI,,,,,,,,22,82
MILISSA,,,,,,,,22,82
ELOANY,,,,,,,,20,82
AUANI,,,,,,,,,82
DIEMILE,,,,,,,,,82
ISBELE,,,,,,,,,82
KAMYLI,,,,,,,,,82
RYHANNA,,,,,,,,,82
SAMYLI,,,,,,,,,82
THEU,,,,,,,,,82
LEOMIR,,,32,89,157,163,954,362,81
JOCEMARA,,,,,140,508,654,337,81
ELCIONE,,,21,62,234,572,707,331,81
VERUSCA,,,,,63,681,772,315,81
JOCICLEIA,,,,,,124,315,284,81
VIVIANNE,,,,,55,203,328,273,81
DUILIO,67,186,209,233,262,199,637,272,81
LEILIANA,,,,,33,180,506,272,81
ALDECI,,83,354,772,1347,1444,740,266,81
LORENI,,51,274,1153,2721,2395,770,260,81
ADROALDO,51,249,508,859,887,895,631,257,81
PRINCILA,,,,,,23,220,249,81
FRANCES,,,23,42,79,167,399,246,81
JIVALDO,,,58,222,505,745,492,222,81
NEIA,34,137,191,310,537,834,765,219,81
RENEI,,,,23,44,81,142,214,81
MARION,42,102,223,396,429,459,345,207,81
ARNO,338,1084,1732,2000,1446,587,270,204,81
ADEVAN,,,,31,79,212,286,203,81
CLEIDIVAN,,,,,,137,306,198,81
JOCIVANIA,,,,,,102,234,193,81
DENERSON,,,,,,36,116,192,81
JANERSON,,,,,,41,117,183,81
JASSON,,40,73,118,158,164,227,169,81
GLEICON,,,,,,33,135,166,81
WIARA,,,,,,,275,165,81
CARME,60,124,269,471,646,570,317,164,81
JESSILANE,,,,,,,31,159,81
CLARINDA,681,1235,1619,1738,1370,679,393,155,81
JORGINA,695,1437,2359,3297,2577,1222,490,154,81
GIACOMO,46,81,67,76,66,49,145,154,81
GLAISON,,,,,23,112,184,151,81
KENNIA,,,,,25,108,223,148,81
MARQUINHOS,,,,,,81,142,144,81
ERVESON,,,,,,,68,141,81
JELIANE,,,,,,22,134,138,81
ROMISON,,,,,21,54,135,136,81
SHELTON,,,,,,34,77,136,81
RENATHA,,,,,,25,113,134,81
JANEILSON,,,,,,24,110,132,81
CERGIO,,,59,224,384,379,274,128,81
ERIVANE,,,,,44,96,147,127,81
UALACI,,,,,,,57,125,81
GOMES,,29,80,139,216,228,160,124,81
MILIAN,,,,23,53,80,122,124,81
EVERON,,,,,,33,97,124,81
ALVES,27,86,128,156,196,170,171,121,81
NELY,213,908,1099,1293,1162,684,371,120,81
MICHELANGELO,,,,,28,126,164,118,81
ALEKSANDRA,,,,,,359,254,111,81
FANNY,87,92,45,45,130,126,216,107,81
VADERSON,,,,,,32,71,97,81
CLUDIO,,,28,95,205,369,198,95,81
MOIZEIS,,,,30,52,69,82,88,81
HERCOLES,,,,,22,36,51,87,81
JARLEANE,,,,,,,53,86,81
GERDESON,,,,,,,37,85,81
THARIK,,,,,,,28,84,81
DILA,69,141,158,108,131,71,62,80,81
ANATANAEL,,,,,35,45,53,80,81
SUMAYA,,,,,55,80,127,79,81
HADSON,,,,,,29,71,77,81
LIRIS,,29,58,97,96,78,57,76,81
RENESON,,,,,,,,75,81
HALYSON,,,,,,,42,74,81
KEIVIN,,,,,,,,72,81
JOANDERSOM,,,,,,,,71,81
JOABY,,,,,,,28,56,81
DEVED,,,,,,,38,49,81
RICHARDS,,,,,,,35,46,81
YOHANE,,,,,,,,43,81
DIMITRY,,,,,,,27,42,81
MELRI,,,,,,39,74,41,81
EMMELY,,,,,,,,35,81
DULCI,65,141,219,350,356,203,84,33,81
NALBER,,,,,,27,25,33,81
ANALICI,,,,,29,46,39,31,81
VITTORIO,,45,36,21,28,,,30,81
IARLES,,,,,,,25,29,81
GIVANNA,,,,,,,,27,81
DUCI,,42,89,125,130,99,46,22,81
QUETELI,,,,,,,,22,81
AIKO,88,148,132,71,,,,,81
AQUIANE,,,,,,,,,81
ASHLEI,,,,,,,,,81
CAUET,,,,,,,,,81
KEIVISSON,,,,,,,,,81
RYLARI,,,,,,,,,81
SHAYLLA,,,,,,,,,81
YARITSA,,,,,,,,,81
CLAUDINEIDE,,,,32,261,1204,1056,362,80
JOSEILMA,,,,,68,372,576,359,80
MAILZA,,,36,97,263,335,265,328,80
ETEVALDO,22,262,381,600,961,1162,741,306,80
RONIER,,,,,40,144,211,268,80
ALCINDO,245,661,1114,1127,1599,1078,387,256,80
JUCILEI,,,,46,244,589,677,253,80
OSMARIO,34,127,306,574,743,609,444,231,80
GERLENE,,,,32,72,202,334,230,80
DIOMARA,42,101,122,124,171,201,221,227,80
JUSILENE,,,,,134,401,569,225,80
FRANCYELLE,,,,,,,62,221,80
OSIANE,,,,,,102,286,220,80
VANILSA,,,28,70,203,795,561,207,80
KARIME,,,,,33,143,199,204,80
NANCY,220,862,967,1771,1460,811,592,203,80
ARIOSVALDO,24,88,432,865,1245,1094,619,199,80
IDA,2074,2529,2279,2058,1565,710,333,198,80
GRACILIANO,147,239,369,487,344,244,343,190,80
IONARIA,,,,,,54,123,186,80
JARIANE,,,,,,,94,179,80
GILIARDO,,,,,,21,286,178,80
MECIA,,,25,36,100,166,177,176,80
JOSELY,,,49,125,251,366,376,172,80
WALITON,,,,,,,76,171,80
JUVENCIO,268,539,741,702,605,399,276,170,80
SHEILANE,,,,,,20,109,166,80
DERALDO,153,444,783,982,1033,727,451,155,80
FRANCINILSON,,,,,32,129,208,152,80
ZENILSON,,,28,52,157,303,259,150,80
VALDIMIR,,49,131,230,474,411,244,146,80
RUDI,65,322,618,947,743,365,546,142,80
ADAISON,,,,,43,114,145,141,80
LEISA,,,32,52,96,139,194,139,80
GLEISO,,,,,,32,123,139,80
ADAILSOM,,,,,39,112,138,138,80
BERG,,,,,22,76,172,137,80
ALDREI,,,,,34,142,159,135,80
EVERLAINE,,,,,,,70,133,80
THAYNNE,,,,,,,20,132,80
JEIDSON,,,,,,,66,125,80
EDINAILSON,,,,,,46,93,118,80
CLAUDEAN,,,,,21,78,149,117,80
EVELANE,,,,,,46,93,115,80
EULANE,,,,,,41,78,113,80
JENE,,,,,34,81,93,111,80
CAMIA,,,,,,,75,109,80
DAMIRIS,,,,,,,24,107,80
ELAIANE,,,,,,,50,104,80
KAENA,,,,,,,,103,80
NATIENE,,,,,,,56,100,80
LEONERDO,,,,,,23,54,100,80
TACIELI,,,,,,,29,97,80
ARTEMIS,,,30,51,81,115,91,92,80
TALI,,,,,,,,92,80
ENE,,,46,40,58,71,89,82,80
BIANE,,,,,,,85,81,80
AMANADA,,,,,,,36,81,80
RAIRO,,,,,,,22,76,80
LORAINA,,,,,,,,72,80
RONALT,,,,,,,52,70,80
GUILBER,,,,,,,24,69,80
RAYANNI,,,,,,,,68,80
AYANDRA,,,,,,,20,64,80
LORAINY,,,,,,,,62,80
WESLLEM,,,,,,,,60,80
SUZANNY,,,,,,,44,56,80
UALISOM,,,,,,,,56,80
DAFNER,,,,,,,21,55,80
KETTLIN,,,,,,,,55,80
RICHRD,,,,,,,,54,80
EDVIRGES,67,140,185,169,143,80,78,52,80
NATHALLYA,,,,,,,,49,80
LOURRANA,,,,,,,,48,80
ERVELIN,,,,,,,,46,80
VICTORA,,,,,,,,39,80
KATRIELE,,,,,,,,36,80
CALISSON,,,,,,,,35,80
EATRIZ,,,,,,,,32,80
EVELLIM,,,,,,,,32,80
GRIGOR,,,,,,,,32,80
KEUVE,,,,,,,,32,80
ESTEFENY,,,,,,,,31,80
DYOVANNA,,,,,,,,26,80
KETTLY,,,,,,,,26,80
KETILEI,,,,,,,,25,80
ALERANDO,,,,,,,,,80
ANABELLA,,,,,,,,,80
ANRI,,,,,,,,,80
FLADISON,,,,,,,,,80
IARLLEY,,,,,,,,,80
ITALY,,,,,,,,,80
RIQUELVI,,,,,,,,,80
YUDY,,,,,,,,,80
ZAYON,,,,,,,,,80
EGON,79,438,686,1044,722,262,503,464,79
ROSEMARA,,,,45,640,1650,1156,353,79
GISELMA,,,,59,314,632,621,305,79
CRISTANE,,,,,104,815,1003,303,79
DANUBIO,,32,63,88,134,225,651,303,79
GILDENE,,,,43,185,535,631,302,79
DELVAN,,,,,48,138,253,290,79
GLAUCE,,44,76,134,336,1389,1288,270,79
VOLMIR,,31,114,444,1901,3328,935,268,79
IRANIR,32,190,552,980,1451,1286,771,245,79
ALMIRA,769,1465,2188,2174,1938,1105,557,236,79
AURIO,28,100,182,317,532,364,203,234,79
GILIARDI,,,,,,,524,233,79
DIONY,,,,,26,74,248,232,79
THADEU,,27,53,95,50,61,354,230,79
VALNICE,,29,124,302,615,706,432,228,79
JOSINO,387,731,916,1054,958,605,353,208,79
ARACELI,36,83,105,130,153,561,949,190,79
DEJALMA,51,166,361,533,667,582,339,189,79
EPITACIO,212,273,369,584,543,356,313,186,79
GLEICIMAR,,,,,45,144,279,185,79
SICERO,38,134,221,469,652,678,464,184,79
JOUBERT,,47,33,105,174,203,231,179,79
WINNE,,,,,,,38,179,79
OLIVAN,,21,42,100,237,284,276,176,79
NUNES,,21,45,72,102,142,392,175,79
ELSOM,,27,67,157,293,364,310,172,79
EDICLEITON,,,,,,,95,163,79
ROSELIR,,,,50,201,304,292,162,79
JUCIER,,,,46,131,262,369,157,79
ADEISON,,,,20,73,201,245,156,79
GLENIA,,,,,63,155,293,155,79
WILIAMES,,,,,,45,117,154,79
MIRA,31,56,109,172,271,252,256,153,79
LORRUAMA,,,,,,,36,150,79
WIVERSON,,,,,,23,95,149,79
ELINEI,,,,27,145,223,297,145,79
ELIZIO,82,200,345,429,481,375,283,143,79
TIELY,,,,,,,50,143,79
ARLES,,,,,,86,114,139,79
TAYENE,,,,,,,44,134,79
BENAIA,,,,,35,53,101,127,79
ELISABETI,,26,93,418,688,506,295,126,79
UELBER,,,,,,58,185,122,79
GESE,,,28,54,70,70,173,120,79
ZAIANE,,,,,,,54,116,79
KEYLIANE,,,,,,,76,111,79
DANIA,,,,64,191,166,250,110,79
ELDEN,,,,,21,67,126,107,79
EMILENA,,,,,,125,112,106,79
JECIELE,,,,,,,25,105,79
CLAUCO,,,,,72,191,173,100,79
RAYANDERSON,,,,,,,,92,79
JONANTAS,,,,,,,36,91,79
OTTON,,23,,30,41,35,61,88,79
CAROLLINA,,,,,,,48,88,79
JHAMES,,,,,,,35,87,79
PATRICKI,,,,,,,31,87,79
WILANA,,,,,,,28,84,79
RAENE,,,,,,,,84,79
JOICIELI,,,,,,,,82,79
LAYSON,,,,,,,21,80,79
HIEGO,,,,,,,,79,79
DEIZIELE,,,,,,,20,74,79
JERIEL,,,,,,31,57,72,79
MEURIANE,,,,,,,49,70,79
LUIA,,21,21,70,90,68,49,62,79
LIBNI,,,,,,,37,58,79
ALFRED,24,47,42,65,56,46,63,57,79
KEULE,,,,,,,46,53,79
ALVIN,56,104,129,150,107,58,59,50,79
MICKEL,,,,,,,25,49,79
LUDEMILA,,,,,,,51,47,79
HYANDRA,,,,,,,,47,79
MIKELLI,,,,,,,,47,79
RAELEN,,,,,,,,47,79
WURI,,,,,,,,47,79
BEARRIZ,,,,,,,,45,79
NAILAN,,,,,,,,45,79
GRASIELLA,,,,,,32,73,41,79
ESTEFE,,,,,,,,40,79
THIALISON,,,,,,,,40,79
DAVINI,,,,,,,,35,79
CATRIELE,,,,,,,,34,79
KATELY,,,,,,,,32,79
ANALISSE,,,,,20,,27,27,79
KILDERI,,,,,,,28,26,79
RAICON,,,,,,,,22,79
KETHLY,,,,,,,,21,79
LAUREEN,,,,,,,,21,79
ALLYCIA,,,,,,,,,79
EMINI,,,,,,,,,79
GIAVANA,,,,,,,,,79
IASNIN,,,,,,,,,79
KIBERLI,,,,,,,,,79
NAIURY,,,,,,,,,79
NICKOLLY,,,,,,,,,79
JORDY,,,,,,,,487,78
ROSIMARI,,,154,575,2735,2940,1366,376,78
NILCEIA,45,275,727,1613,2694,2967,1452,357,78
JACICLEIDE,,,,,52,285,486,298,78
EDCLEIA,,,,,46,214,459,278,78
VALDENIO,,,,46,197,444,501,271,78
LIDIOMAR,,22,81,195,368,646,607,264,78
CRISPIM,149,381,563,782,1035,1119,665,259,78
GLEIZIANE,,,,,,,145,258,78
LEIDIVANIA,,,,,,44,266,233,78
DILIANE,,,,,,41,226,227,78
JANAILMA,,,,,,41,228,213,78
IRAILDO,,,,50,192,363,360,206,78
BENILDO,,42,100,244,405,442,362,195,78
ELIDIO,152,424,731,849,722,516,414,189,78
JULIMARA,,,,,,53,168,188,78
ELEILTON,,,,,33,67,180,174,78
JOZIELE,,,,,,,100,172,78
TAMYRIS,,,,,,,131,166,78
RANON,,,,,,,64,163,78
LAURIANO,104,205,271,332,317,297,323,162,78
WUILHAN,,,,,,24,87,158,78
IZANE,,,,,49,99,140,157,78
ERLEI,,,74,118,275,384,280,156,78
DEIGO,,,,,,,116,156,78
LURIANE,,,,,,,20,156,78
JOICEMARA,,,,,,45,141,154,78
ENOC,,64,166,222,272,270,248,153,78
GILSIANE,,,,,,75,221,153,78
ZUMIRA,1836,2979,3448,2683,1786,877,433,150,78
ALRILENE,,,,,54,201,280,147,78
VAN,,,,27,44,92,124,142,78
WILLHAN,,,,,,,73,137,78
SUELLE,,,,,,,122,130,78
MOANE,,,,,,,80,130,78
FRANCISC,29,57,113,160,211,166,166,128,78
REINILDO,,,30,74,150,226,192,124,78
MEIRELE,,,,,,30,124,120,78
KILDER,,,,,52,123,121,120,78
ALDER,,,,39,58,131,185,119,78
EDRIANE,,,,,68,328,233,118,78
EUTON,,,,,36,49,159,118,78
TAIRONI,,,,,,20,46,114,78
ALMEIDA,,47,97,167,260,211,152,112,78
QUELLY,,,,,,57,156,110,78
JOISI,,,,,,,55,109,78
SOIANE,,,,,,,68,107,78
RODRIGUE,,,,,,28,93,105,78
JOAMERSON,,,,,,,,105,78
WALECE,,,,,,,44,102,78
NASSER,,,,62,137,105,90,100,78
WENNER,,,,,,32,74,95,78
CLEISO,,,,,,23,74,95,78
STIVEN,,,,,,,33,95,78
MAYANNA,,,,,,,93,92,78
LAURINE,,,,,,20,55,91,78
ANDIELE,,,,,,,44,90,78
ANDREOS,,,,,,,82,88,78
CIDIA,,,29,41,63,222,200,85,78
JULYE,,,,,,,25,84,78
THALYNE,,,,,,,,84,78
WEYDSON,,,,,,,69,82,78
WANDRE,,,,,,64,85,78,78
FRIDA,511,660,529,321,181,121,73,77,78
JANISSE,,,27,60,123,160,154,76,78
NARIELI,,,,,,,,76,78
WILIENE,,,,,,,33,75,78
SAYURE,,,,,,,,74,78
KEMILA,,,,,,,,69,78
BARBARAH,,,,,,,,68,78
JULIEDSON,,,,,,,47,67,78
CYBELE,,27,,41,78,114,112,65,78
REBECKA,,,,,,,,65,78
INGRINDI,,,,,,,,63,78
HERNRIQUE,,,,,,,31,58,78
LAIA,,,,,,,31,56,78
CHAIANY,,,,,,,,56,78
EMILAI,,,,,,,,53,78
ESPERANCA,259,356,337,300,209,121,96,52,78
EBERTY,,,,,,,,52,78
VINICYUS,,,,,,,,48,78
LUZA,22,46,66,130,142,136,81,45,78
KAVIN,,,,,,,,45,78
NATANAELY,,,,,,,,41,78
ALBERTY,,,,,,,,40,78
GUATAVO,,,,,,,,40,78
VOTOR,,,,,,,,39,78
OTOVIO,,,,26,,,,37,78
CADIMIEL,,,,,,,,33,78
NAILLA,,,,,,,,33,78
RAUNE,,,,,,,,33,78
KETYLLEN,,,,,,,,29,78
WENDREO,,,,,,,,28,78
ISAMIN,,,,,,,,20,78
EIK,,,,,,,,,78
ITAUA,,,,,,,,,78
KAUHAN,,,,,,,,,78
KAYLLANNE,,,,,,,,,78
KEMMILY,,,,,,,,,78
KETELEI,,,,,,,,,78
KYLANE,,,,,,,,,78
LAVIGNE,,,,,,,,,78
RIQUEUMI,,,,,,,,,78
VITOTIA,,,,,,,,,78
DANUSA,,,,45,147,582,1410,516,77
LEONEIDE,,,36,94,342,573,519,360,77
MARISETE,,66,327,915,2758,3063,1612,351,77
LENIZE,,29,43,139,266,240,235,326,77
PATRICA,,,,,56,418,533,315,77
JOMARA,,,,,79,192,486,314,77
CIMARA,,,,,103,300,439,295,77
EUZILENE,,,,,195,537,615,287,77
JORGIANE,,,,,36,252,491,286,77
NELIA,129,441,645,1216,1459,1198,760,248,77
MARIVANE,,,,27,213,531,547,244,77
LENIVALDO,,,55,189,487,832,585,240,77
DIENES,,,,,,40,205,236,77
CLEONES,,,21,58,87,251,402,229,77
GINO,123,180,234,411,497,344,293,220,77
OCIMAR,,,50,347,1454,769,462,212,77
GILCIMARA,,,,,33,145,311,207,77
BETIANE,,,,,,81,311,200,77
JEISSON,,,,,,26,103,199,77
SHIRLANE,,,,,34,76,242,195,77
MARDEM,,,21,33,76,157,199,192,77
WELITANIA,,,,,,69,164,192,77
DAYSA,,,,,,21,72,185,77
IRENILDO,,,20,53,191,386,363,183,77
NEIRIANE,,,,,,31,173,180,77
TULHO,,,,,,,63,179,77
WUILSON,,54,137,306,466,379,262,176,77
JESON,,,38,91,112,172,192,176,77
FILEMON,26,58,106,128,162,126,184,175,77
DIORGE,,,,24,43,92,186,161,77
CLELSON,,,,,29,119,229,155,77
ARTEMISA,,,24,35,49,72,247,153,77
HUANDERSON,,,,,,37,120,148,77
GIUVAN,,,32,66,224,380,386,146,77
SUENY,,,,23,42,47,160,146,77
KADJA,,,,,31,90,162,138,77
THAYRONE,,,,,,,23,134,77
MAGSON,,,,,,44,113,133,77
CAROINE,,,,,,,46,129,77
WELLINSON,,,,,,,70,127,77
GUTIERREZ,,,,,,,67,126,77
JEANY,,,,,21,107,148,121,77
WELLYNTON,,,,,,,64,119,77
JOICIARA,,,,,,,47,116,77
RHAISA,,,,,,,,115,77
EUDE,,,24,48,99,155,171,114,77
GELISON,,,,,,,54,114,77
HERNANES,,,25,55,70,110,166,111,77
JEFFREY,,,,,22,33,57,111,77
MARLEM,,,21,22,23,48,77,108,77
FAVIO,,,,33,59,180,215,106,77
IBRAIM,42,87,115,172,190,153,168,106,77
REIDSON,,,,,,,55,104,77
ULIAN,,,,,,20,84,103,77
SAMATA,,,,,,21,66,101,77
LAILMA,,,,,,23,40,96,77
INGLED,,,,,,,24,91,77
ALESANDRE,,,,,,114,115,90,77
ANAMARA,,,,,41,43,133,84,77
EVERSSON,,,,,,21,57,84,77
KENNDY,,,,,,,,83,77
MACUS,,,,,26,48,63,80,77
SAMA,,,,,,21,44,80,77
AMOM,,,,,,25,48,79,77
FELUPE,,,,,,,37,75,77
VINUCIUS,,,,,,,33,75,77
ANIQUELE,,,,,,,23,73,77
THALLIA,,,,,,,,69,77
ARISLANE,,,,,,,27,68,77
CAROLANI,,,,,,,,67,77
JHEMES,,,,,,,,67,77
NEIVISON,,,,,,,34,66,77
JAIELE,,,,,,,,66,77
QUELVIM,,,,,,,,66,77
WUELISON,,,,,,,,63,77
ABENER,,,,22,,,39,61,77
AYNA,,,,,,,27,61,77
TAYSLANE,,,,,,,,61,77
RUTIELEN,,,,,,,,58,77
JAISLAN,,,,,,,32,53,77
GRASIELLI,,,,,,,67,50,77
UILI,,,,,,,35,50,77
CHISTOPHER,,,,,,,24,49,77
ETEFANI,,,,,,,,49,77
GSBRIELA,,,,,,,,49,77
MABELI,,,,,,,45,47,77
UERIK,,,,,,,,46,77
RENAR,,,,,,,50,45,77
ANDRYELE,,,,,,,,45,77
RAILY,,,,,,,,44,77
TALIO,,,,,,,,43,77
IVELINE,,,,,,39,74,42,77
YSLAN,,,,,,,,40,77
KALLYTA,,,,,,,,39,77
CAIAM,,,,,,,,37,77
SAYLON,,,,,,,,34,77
ADRYELLY,,,,,,,,33,77
CRISTINY,,,,,,,23,30,77
ANAHY,,,,,24,,32,29,77
AGUATA,,,,,,,,29,77
ANALAURA,,,,,,,,29,77
IUAN,,,,,,,,24,77
ILLAN,,,,,,,,20,77
ANALUISA,,,,,,,,,77
DARFINI,,,,,,,,,77
ECHILEN,,,,,,,,,77
ELYAN,,,,,,,,,77
KAUELE,,,,,,,,,77
KEMYLE,,,,,,,,,77
LIRIELE,,,,,,,,,77
QUEVELIN,,,,,,,,,77
RHADIJA,,,,,,,,,77
SOPHI,,,,,,,,,77
TAEMY,,,,,,,,,77
SIDMAR,,,,49,217,410,955,480,76
NILZETE,31,219,777,1948,3395,3167,1400,361,76
MARINALDA,,44,210,495,1155,1972,1240,358,76
MARCILEIDE,,,,,85,447,797,349,76
JESSCA,,,,,,,44,348,76
JOSENI,,25,103,349,872,1402,1078,347,76
LUCINALVA,,,,140,654,1306,965,329,76
THAYRINE,,,,,,,22,319,76
GISELDA,121,311,714,1598,2415,1985,1127,310,76
ADAILZA,,,62,115,283,401,443,308,76
